area_type,location,society,total_sqft,bath,balcony,price,bhk
Super built-up  Area,Koramangala,KHage G,1720.0,2.0,1.0,130.0,3.0
Super built-up  Area,Koramangala,Proodt ,2223.0,3.0,2.0,300.0,3.0
Super built-up  Area,Koramangala,Proodt ,1744.0,4.0,1.0,210.0,3.0
Super built-up  Area,Koramangala,Prood P,1866.0,4.0,2.0,245.0,3.0
Super built-up  Area,Koramangala,Proodt ,1320.0,2.0,1.0,160.0,2.0
Built-up  Area,Koramangala,HawerMa,1350.0,2.0,2.0,103.0,2.0
Built-up  Area,Koramangala,,6000.0,4.0,0.0,625.0,4.0
Super built-up  Area,Koramangala,KHage G,1642.0,2.0,1.0,115.0,3.0
Super built-up  Area,Koramangala,Proodt ,1320.0,2.0,1.0,160.0,2.0
Built-up  Area,Koramangala,K ncy R,1710.0,3.0,2.0,210.0,3.0
Built-up  Area,Koramangala,,1355.0,2.0,2.0,95.0,2.0
Super built-up  Area,Koramangala,K ncy R,1600.0,3.0,1.0,170.0,3.0
Super built-up  Area,Koramangala,Gencysi,1260.0,2.0,1.0,100.0,2.0
Super built-up  Area,Koramangala,,1910.0,4.0,3.0,150.0,3.0
Super built-up  Area,Koramangala,K ncy R,1600.0,2.0,0.0,140.0,3.0
Plot  Area,Kothanur,BDensar,2400.0,2.0,1.0,150.0,3.0
Super built-up  Area,Kothanur,Somumys,1828.0,3.0,,110.0,3.0
Super built-up  Area,Kothanur,Somumys,1847.0,3.0,2.0,105.0,3.0
Super built-up  Area,Kothanur,Somumys,1847.0,3.0,2.0,110.0,3.0
Super built-up  Area,Kothanur,Somumys,1790.0,3.0,2.0,105.0,3.0
Plot  Area,Kothanur,Fencyes,3401.0,5.0,,230.0,4.0
Built-up  Area,Kothanur,,627.0,1.0,1.0,30.0,1.0
Super built-up  Area,Kothanur,,1302.0,2.0,1.0,68.5,2.0
Super built-up  Area,Kothanur,Somumys,1760.0,3.0,,111.0,3.0
Plot  Area,Kothanur,,1500.0,1.0,0.0,75.0,1.0
Built-up  Area,Kothanur,Somumys,1790.0,3.0,0.0,97.0,3.0
Plot  Area,Kothanur,,2700.0,4.0,2.0,175.0,4.0
Super built-up  Area,Kothanur,Somumys,1786.0,2.0,2.0,106.0,3.0
Super built-up  Area,Kothanur,Somumys,1787.0,3.0,2.0,107.0,3.0
Super built-up  Area,Kothanur,Somumys,1760.0,3.0,,110.0,3.0
Super built-up  Area,Kothanur,Somumys,1787.0,3.0,2.0,120.0,3.0
Super built-up  Area,Kothanur,Somumys,1790.0,3.0,2.0,105.0,3.0
Built-up  Area,Kothanur,EiionCa,1170.0,3.0,2.0,80.0,3.0
Super built-up  Area,Kothanur,Somumys,1790.0,3.0,2.0,120.0,3.0
Super built-up  Area,Kudlu,GKityel,720.0,1.0,1.0,33.0,1.0
Super built-up  Area,Kudlu Gate,Srier P,1535.0,3.0,2.0,83.0,3.0
Super built-up  Area,Kudlu Gate,Srier P,1535.0,3.0,2.0,85.0,3.0
Super built-up  Area,Kudlu Gate,Srier P,1535.0,3.0,2.0,86.0,3.0
Super built-up  Area,Kudlu Gate,Sanzaat,1564.0,2.0,1.0,92.0,3.0
Built-up  Area,Kudlu Gate,Brlms P,1335.0,3.0,2.0,89.0,3.0
Super built-up  Area,Kudlu Gate,Sanzaat,703.0,1.0,1.0,52.0,1.0
Super built-up  Area,Kudlu Gate,Srier P,1535.0,3.0,2.0,86.0,3.0
Super built-up  Area,Kudlu Gate,Srier P,1532.0,3.0,2.0,83.0,3.0
Super built-up  Area,Kudlu Gate,Sanzaat,1547.0,2.0,2.0,103.0,2.0
Built-up  Area,Kudlu Gate,,1336.0,2.0,1.0,86.0,2.0
Built-up  Area,Kudlu Gate,,1919.0,3.0,2.0,121.0,3.0
Super built-up  Area,Kudlu Gate,Srier P,1535.0,3.0,2.0,85.0,3.0
Super built-up  Area,Kudlu Gate,Sanzaat,1850.0,3.0,2.0,120.0,3.0
Super built-up  Area,Kudlu Gate,SunetSo,940.0,2.0,1.0,69.57,2.0
Built-up  Area,Kudlu Gate,Brlms P,1164.0,2.0,2.0,75.0,2.0
Super built-up  Area,Kudlu Gate,Sanzaat,1183.0,2.0,1.0,79.54,2.0
Super built-up  Area,Kudlu Gate,Sanzaat,1850.0,3.0,2.0,110.0,3.0
Super built-up  Area,Kudlu Gate,Sanzaat,1183.0,2.0,1.0,79.54,2.0
Plot  Area,Kumaraswami Layout,,2000.0,4.0,1.0,139.0,4.0
Plot  Area,Kumaraswami Layout,,1270.0,4.0,1.0,128.0,5.0
Super built-up  Area,Kumaraswami Layout,Mania G,1000.0,2.0,1.0,58.0,2.0
Built-up  Area,Kumaraswami Layout,,2400.0,2.0,1.0,125.0,3.0
Built-up  Area,Kumaraswami Layout,,1310.0,2.0,1.0,70.0,3.0
Built-up  Area,Kumaraswami Layout,,850.0,1.0,1.0,78.0,1.0
Built-up  Area,Kumaraswami Layout,,1310.0,2.0,1.0,85.0,3.0
Built-up  Area,Kumaraswami Layout,,1200.0,3.0,1.0,75.0,3.0
Super built-up  Area,Kumaraswami Layout,Shncyhi,1081.0,2.0,3.0,60.0,2.0
Super built-up  Area,Kundalahalli,Dieldli,1724.0,3.0,2.0,125.0,3.0
Super built-up  Area,Kundalahalli,Dieldli,735.0,2.0,1.0,57.99,2.0
Built-up  Area,Kundalahalli,Dieldli,1047.0,2.0,1.0,82.0,2.0
Super built-up  Area,Kundalahalli,Dieldli,1397.0,3.0,3.0,105.0,3.0
Super built-up  Area,Kundalahalli,Dieldli,1724.0,3.0,2.0,127.0,3.0
Super built-up  Area,Kundalahalli,Dieldli,1397.0,3.0,2.0,110.0,3.0
Super built-up  Area,Kundalahalli,Dieldli,1397.0,3.0,2.0,104.0,3.0
Super built-up  Area,Kundalahalli,Dieldli,1397.0,3.0,3.0,108.0,3.0
Super built-up  Area,Kundalahalli,Roima A,1920.0,3.0,2.0,150.0,3.0
Super built-up  Area,Kundalahalli,Dieldli,1397.0,3.0,3.0,105.0,3.0
Super built-up  Area,Kundalahalli,Dieldli,1724.0,3.0,2.0,124.0,3.0
Super built-up  Area,Kundalahalli,Dieldli,1047.0,2.0,1.0,84.0,2.0
Super built-up  Area,Kundalahalli,Dieldli,1047.0,2.0,1.0,83.0,2.0
Plot  Area,Kundalahalli,,7000.0,4.0,3.0,550.0,4.0
Super built-up  Area,Kundalahalli,,2075.0,3.0,1.0,115.0,3.0
Super built-up  Area,Kundalahalli,Dieldli,1047.0,2.0,1.0,82.62,2.0
Super built-up  Area,Kundalahalli,Dieldli,1047.0,2.0,1.0,91.0,2.0
Super built-up  Area,Kundalahalli,Dieldli,1724.0,3.0,1.0,146.0,3.0
Plot  Area,Kundalahalli,Roima A,1600.0,3.0,2.0,170.0,3.0
Super built-up  Area,Kundalahalli,AnentAp,1496.0,2.0,3.0,78.0,3.0
Super built-up  Area,Kundalahalli,Dieldli,1724.0,3.0,1.0,125.0,3.0
Super built-up  Area,Kundalahalli,Dieldli,1047.0,2.0,1.0,89.0,2.0
Plot  Area,Kundalahalli,Roima A,2500.0,5.0,2.0,245.0,4.0
Super built-up  Area,Kundalahalli,Dieldli,1397.0,3.0,3.0,105.0,3.0
Built-up  Area,Kundalahalli,,1800.0,3.0,2.0,110.0,3.0
Super built-up  Area,Kundalahalli,Dieldli,1047.0,2.0,1.0,72.0,2.0
Built-up  Area,Kundalahalli,Roima A,3092.0,4.0,3.0,230.0,4.0
Built-up  Area,Kundalahalli,,1065.0,2.0,1.0,70.0,2.0
Super built-up  Area,Kundalahalli,Dieldli,1724.0,3.0,1.0,146.0,3.0
Super built-up  Area,Kundalahalli,Dieldli,1047.0,2.0,2.0,91.0,2.0
Super built-up  Area,Kundalahalli,Dieldli,1724.0,3.0,2.0,128.0,3.0
Super built-up  Area,Kundalahalli,Viuliap,1315.0,2.0,3.0,74.0,2.0
Built-up  Area,Kundalahalli,Roima A,2100.0,3.0,2.0,150.0,3.0
Super built-up  Area,Kundalahalli,Dieldli,1724.0,3.0,1.0,125.0,3.0
Super built-up  Area,Kundalahalli,Dieldli,1724.0,3.0,3.0,140.0,3.0
Super built-up  Area,Kundalahalli,,1175.0,2.0,1.0,65.0,2.0
Carpet  Area,LB Shastri Nagar,CharkR ,1043.0,2.0,2.0,55.0,2.0
Built-up  Area,LB Shastri Nagar,,1184.0,2.0,1.0,69.0,2.0
Super built-up  Area,LB Shastri Nagar,Ciisera,665.0,1.0,2.0,32.0,1.0
Super built-up  Area,LB Shastri Nagar,MCrds S,1400.0,2.0,2.0,80.0,3.0
Built-up  Area,LB Shastri Nagar,MCrds S,1200.0,2.0,1.0,75.0,2.0
Plot  Area,Laggere,,1200.0,1.0,1.0,125.0,1.0
Plot  Area,Laggere,,1200.0,2.0,0.0,75.0,2.0
Built-up  Area,Laggere,,620.0,2.0,0.0,48.0,1.0
Super built-up  Area,Lakshminarayana Pura,RothaVa,1185.0,2.0,2.0,75.0,2.0
Super built-up  Area,Lakshminarayana Pura,Puarent,1600.0,2.0,1.0,108.0,3.0
Built-up  Area,Lakshminarayana Pura,RothaVa,1180.0,2.0,2.0,75.0,2.0
Super built-up  Area,Lakshminarayana Pura,,1172.0,2.0,2.0,82.0,2.0
Built-up  Area,Lakshminarayana Pura,RothaVa,1179.0,2.0,1.0,75.0,2.0
Super built-up  Area,Lakshminarayana Pura,RothaVa,1149.0,2.0,1.0,75.0,2.0
Super built-up  Area,Lakshminarayana Pura,Puarent,1336.0,2.0,2.0,100.0,2.0
Super built-up  Area,Lakshminarayana Pura,RothaVa,1175.0,2.0,2.0,75.0,2.0
Super built-up  Area,Lakshminarayana Pura,RothaVa,1190.0,2.0,1.0,75.0,2.0
Super built-up  Area,Lakshminarayana Pura,,1200.0,2.0,1.0,75.0,2.0
Super built-up  Area,Lakshminarayana Pura,RothaVa,1200.0,2.0,2.0,75.0,2.0
Built-up  Area,Lakshminarayana Pura,RothaVa,1165.0,2.0,2.0,75.0,2.0
Super built-up  Area,Lakshminarayana Pura,RothaVa,1145.0,2.0,1.0,75.0,2.0
Super built-up  Area,Lakshminarayana Pura,RothaVa,1500.0,3.0,2.0,104.0,3.0
Super built-up  Area,Lakshminarayana Pura,,1210.0,2.0,2.0,75.0,2.0
Built-up  Area,Lakshminarayana Pura,RothaVa,1169.0,2.0,2.0,75.0,2.0
Built-up  Area,Lakshminarayana Pura,RothaVa,1200.0,2.0,1.0,75.0,2.0
Built-up  Area,Lakshminarayana Pura,RothaVa,1172.0,2.0,1.0,75.0,2.0
Super built-up  Area,Lakshminarayana Pura,,1172.0,2.0,2.0,75.0,2.0
Super built-up  Area,Lakshminarayana Pura,RothaVa,1180.0,2.0,1.0,75.0,2.0
Super built-up  Area,Lakshminarayana Pura,RothaVa,1200.0,2.0,3.0,83.0,2.0
Super built-up  Area,Lakshminarayana Pura,RothaVa,1200.0,2.0,2.0,80.0,2.0
Built-up  Area,Lakshminarayana Pura,RothaVa,1195.0,2.0,1.0,75.0,2.0
Built-up  Area,Lakshminarayana Pura,RothaVa,1200.0,2.0,1.0,80.0,2.0
Super built-up  Area,Lingadheeranahalli,Soiewre,1521.0,3.0,1.0,95.0,3.0
Super built-up  Area,Lingadheeranahalli,Soiewre,1511.0,3.0,1.0,95.0,3.0
Super built-up  Area,Lingadheeranahalli,Soiewre,1683.0,3.0,1.0,109.0,3.0
Super built-up  Area,Lingadheeranahalli,Soiewre,1519.0,3.0,1.0,93.0,3.0
Super built-up  Area,Lingadheeranahalli,Soiewre,1521.0,3.0,1.0,94.99,3.0
Super built-up  Area,Lingadheeranahalli,Soiewre,1682.0,3.0,1.0,120.0,3.0
Super built-up  Area,Lingadheeranahalli,Soiewre,1521.0,3.0,1.0,94.71,3.0
Super built-up  Area,Lingadheeranahalli,Soiewre,1893.0,3.0,1.0,130.0,3.0
Super built-up  Area,Lingadheeranahalli,Soiewre,1705.0,3.0,1.0,110.0,3.0
Super built-up  Area,Lingadheeranahalli,Soiewre,2245.0,4.0,2.0,154.0,4.0
Super built-up  Area,Lingadheeranahalli,Soiewre,1682.0,3.0,1.0,113.0,3.0
Super built-up  Area,Lingadheeranahalli,Soiewre,1682.0,3.0,1.0,114.0,3.0
Super built-up  Area,Lingadheeranahalli,Soiewre,1506.0,3.0,1.0,95.0,3.0
Super built-up  Area,Lingadheeranahalli,Soiewre,1683.0,3.0,1.0,110.0,3.0
Super built-up  Area,Lingadheeranahalli,Soiewre,1684.0,3.0,1.0,120.0,3.0
Super built-up  Area,Lingadheeranahalli,Soiewre,2236.0,4.0,2.0,153.0,4.0
Super built-up  Area,Lingadheeranahalli,Soiewre,1894.0,4.0,1.0,114.0,3.0
Super built-up  Area,Lingadheeranahalli,Soiewre,2240.0,4.0,2.0,160.0,4.0
Super built-up  Area,Magadi Road,Vrenty ,1005.0,2.0,1.0,55.78,2.0
Plot  Area,Magadi Road,,1500.0,2.0,2.0,93.0,4.0
Plot  Area,Magadi Road,Bhgarve,1350.0,1.0,0.0,100.0,2.0
Super built-up  Area,Magadi Road,Vrenty ,1052.0,2.0,1.0,60.0,3.0
Super built-up  Area,Magadi Road,,940.0,2.0,2.0,50.0,2.0
Super built-up  Area,Magadi Road,Vrenty ,1318.0,2.0,1.0,68.0,3.0
Plot  Area,Magadi Road,,800.0,4.0,,60.0,4.0
Super built-up  Area,Magadi Road,Vrenty ,884.0,2.0,1.0,48.0,2.0
Super built-up  Area,Mahadevpura,,730.0,1.0,1.0,35.0,1.0
Super built-up  Area,Mahadevpura,,1136.0,2.0,3.0,64.5,2.0
Super built-up  Area,Mahadevpura,Neony H,1601.0,3.0,2.0,95.0,3.0
Super built-up  Area,Mahadevpura,,1450.0,3.0,2.0,75.0,3.0
Super built-up  Area,Mahadevpura,,1505.0,3.0,2.0,78.0,3.0
Plot  Area,Mahalakshmi Layout,,1575.0,5.0,1.0,158.0,4.0
Plot  Area,Mahalakshmi Layout,,1200.0,5.0,1.0,200.0,5.0
Super built-up  Area,Mahalakshmi Layout,,1105.0,2.0,1.0,80.0,2.0
Plot  Area,Mahalakshmi Layout,,1200.0,3.0,1.0,160.0,4.0
Super built-up  Area,Mahalakshmi Layout,RSntsja,1200.0,2.0,3.0,110.0,3.0
Super built-up  Area,Mahalakshmi Layout,Asmosz ,1876.0,3.0,1.0,150.0,3.0
Super built-up  Area,Mallasandra,Puestig,1665.0,3.0,2.0,95.0,3.0
Super built-up  Area,Mallasandra,Puestig,1665.0,3.0,2.0,86.58,3.0
Super built-up  Area,Mallasandra,GMilse ,1325.0,2.0,2.0,70.0,2.0
Super built-up  Area,Mallasandra,Puestig,1665.0,3.0,2.0,86.91,3.0
Super built-up  Area,Mallasandra,GMilse ,1325.0,2.0,1.0,70.0,2.0
Built-up  Area,Mallasandra,GMilse ,1325.0,2.0,2.0,73.0,2.0
Built-up  Area,Mallasandra,,1100.0,2.0,3.0,76.3,3.0
Built-up  Area,Malleshpalya,MancyRe,1405.0,2.0,2.0,77.0,3.0
Built-up  Area,Malleshpalya,KencyRe,1421.0,2.0,1.0,90.0,2.0
Super built-up  Area,Malleshwaram,Utntspa,705.0,1.0,2.0,67.0,1.0
Super built-up  Area,Malleshwaram,,12000.0,7.0,3.0,2200.0,7.0
Built-up  Area,Malleshwaram,GaityEt,2500.0,5.0,2.0,325.0,4.0
Built-up  Area,Malleshwaram,Maens G,2006.0,3.0,,297.0,3.0
Super built-up  Area,Malleshwaram,Kaamai ,686.0,1.0,1.0,62.5,1.0
Super built-up  Area,Malleshwaram,Sariaat,2475.0,4.0,3.0,332.0,3.0
Super built-up  Area,Malleshwaram,Vaonyi ,2610.0,3.0,,399.0,3.0
Super built-up  Area,Malleshwaram,Sariaat,2475.0,4.0,3.0,320.0,3.0
Super built-up  Area,Malleshwaram,SrntsRV,900.0,2.0,1.0,95.0,2.0
Super built-up  Area,Malleshwaram,Maens G,1420.0,2.0,1.0,158.0,2.0
Built-up  Area,Malleshwaram,Maens G,2000.0,3.0,2.0,250.0,3.0
Super built-up  Area,Malleshwaram,Sariaat,2215.0,3.0,1.0,275.0,3.0
Super built-up  Area,Malleshwaram,,1600.0,3.0,3.0,160.0,3.0
Super built-up  Area,Malleshwaram,Sariaat,2475.0,4.0,3.0,300.0,3.0
Super built-up  Area,Malleshwaram,,2600.0,3.0,1.0,237.0,3.0
Super built-up  Area,Malleshwaram,Sariaat,2215.0,4.0,1.0,310.0,3.0
Super built-up  Area,Malleshwaram,,480.0,1.0,1.0,60.0,1.0
Super built-up  Area,Malleshwaram,PantsAp,1290.0,2.0,1.0,120.0,2.0
Super built-up  Area,Malleshwaram,Sariaat,2475.0,4.0,3.0,326.0,3.0
Super built-up  Area,Malleshwaram,Sariaat,2476.0,3.0,3.0,337.0,3.0
Built-up  Area,Malleshwaram,,900.0,2.0,1.0,90.0,2.0
Super built-up  Area,Malleshwaram,Aimesya,2250.0,3.0,1.0,200.0,3.0
Super built-up  Area,Malleshwaram,Maens G,2050.0,4.0,,270.0,3.0
Built-up  Area,Malleshwaram,Beesta ,900.0,2.0,1.0,72.0,2.0
Super built-up  Area,Malleshwaram,,620.0,1.0,1.0,86.8,1.0
Built-up  Area,Malleshwaram,,600.0,1.0,0.0,68.0,2.0
Super built-up  Area,Malleshwaram,Sariaat,2475.0,4.0,3.0,337.0,3.0
Super built-up  Area,Malleshwaram,Sariaat,2215.0,3.0,2.0,275.0,3.0
Super built-up  Area,Malleshwaram,Sariaat,2215.0,3.0,2.0,330.0,3.0
Built-up  Area,Malleshwaram,,2800.0,4.0,2.0,252.0,4.0
Super built-up  Area,Malleshwaram,,1020.0,2.0,1.0,80.0,2.0
Plot  Area,Malleshwaram,,600.0,1.0,0.0,90.0,2.0
Built-up  Area,Malleshwaram,Sariaat,2200.0,3.0,2.0,275.0,3.0
Super built-up  Area,Malleshwaram,Sariaat,2475.0,4.0,3.0,326.0,3.0
Super built-up  Area,Malleshwaram,Rintspa,1500.0,2.0,,140.0,2.0
Super built-up  Area,Malleshwaram,Sariaat,2475.0,4.0,3.0,340.0,3.0
Super built-up  Area,Malleshwaram,,1400.0,2.0,1.0,190.0,2.0
Super built-up  Area,Malleshwaram,Sariaat,2475.0,4.0,3.0,300.0,3.0
Super built-up  Area,Malleshwaram,Seardac,2400.0,3.0,2.0,380.0,3.0
Super built-up  Area,Malleshwaram,Rintspa,1410.0,2.0,3.0,125.0,2.0
Super built-up  Area,Malleshwaram,Apinaa ,2610.0,4.0,2.0,306.0,4.0
Super built-up  Area,Marathahalli,Prionad,1933.0,3.0,2.0,140.0,3.0
Super built-up  Area,Marathahalli,Aahts H,1230.0,2.0,2.0,80.0,2.0
Super built-up  Area,Marathahalli,PueraRi,3800.0,4.0,3.0,250.0,4.0
Super built-up  Area,Marathahalli,PuilaMi,1215.0,2.0,1.0,67.0,2.0
Super built-up  Area,Marathahalli,Sutte C,2181.0,3.0,2.0,152.0,4.0
Super built-up  Area,Marathahalli,,1325.0,2.0,2.0,71.55,2.0
Super built-up  Area,Marathahalli,SatatHa,1610.0,3.0,1.0,90.0,3.0
Super built-up  Area,Marathahalli,PrensKe,1146.0,2.0,1.0,70.0,2.0
Super built-up  Area,Marathahalli,PrensKe,1469.0,3.0,1.0,89.0,3.0
Super built-up  Area,Marathahalli,PadgeOa,1840.0,3.0,3.0,98.0,3.0
Super built-up  Area,Marathahalli,Prionad,2519.0,5.0,2.0,185.0,4.0
Super built-up  Area,Marathahalli,PueraRi,1583.0,3.0,3.0,105.0,3.0
Super built-up  Area,Marathahalli,Prionad,2524.0,5.0,2.0,190.0,4.0
Built-up  Area,Marathahalli,,1350.0,3.0,1.0,72.0,3.0
Super built-up  Area,Marathahalli,PueraRi,1900.0,3.0,3.0,123.0,3.0
Super built-up  Area,Marathahalli,,1045.0,2.0,3.0,60.0,2.0
Super built-up  Area,Marathahalli,Unezes ,1305.0,2.0,1.0,69.0,3.0
Super built-up  Area,Marathahalli,Vaoodar,1365.0,2.0,2.0,73.0,2.0
Super built-up  Area,Marathahalli,Vaoodar,1785.0,3.0,2.0,94.0,3.0
Super built-up  Area,Marathahalli,,1208.0,2.0,2.0,70.0,2.0
Built-up  Area,Marathahalli,PueraRi,1325.0,1.0,1.0,92.0,2.0
Built-up  Area,Marathahalli,,1525.0,3.0,2.0,90.0,3.0
Super built-up  Area,Marathahalli,Prionad,1937.0,3.0,2.0,140.0,3.0
Super built-up  Area,Marathahalli,Valdsic,1550.0,3.0,2.0,83.0,3.0
Super built-up  Area,Marathahalli,Asintas,1350.0,2.0,1.0,86.0,2.0
Super built-up  Area,Marathahalli,,1650.0,3.0,3.0,86.45,3.0
Super built-up  Area,Marathahalli,Unezes ,607.0,1.0,1.0,35.0,1.0
Super built-up  Area,Marathahalli,PueraRi,1583.0,3.0,3.0,109.0,3.0
Super built-up  Area,Marathahalli,Prionad,1360.0,2.0,1.0,103.0,2.0
Super built-up  Area,Marathahalli,PrensKe,615.0,1.0,1.0,44.0,1.0
Super built-up  Area,Marathahalli,PuilaMi,1595.0,3.0,2.0,90.0,3.0
Super built-up  Area,Marathahalli,Asintas,1350.0,2.0,1.0,89.0,2.0
Super built-up  Area,Marathahalli,Aiitya ,1020.0,2.0,1.0,57.0,2.0
Super built-up  Area,Marathahalli,PuilaMi,1600.0,3.0,2.0,88.0,2.0
Super built-up  Area,Marathahalli,Asintas,780.0,1.0,1.0,55.0,1.0
Super built-up  Area,Marathahalli,Asintas,1710.0,3.0,2.0,100.0,3.0
Super built-up  Area,Marathahalli,Prionad,1358.0,2.0,1.0,81.0,2.0
Super built-up  Area,Marathahalli,Dwterai,1205.0,2.0,1.0,75.0,2.0
Super built-up  Area,Marathahalli,,1730.0,3.0,3.0,110.0,3.0
Super built-up  Area,Marathahalli,PueraRi,1583.0,3.0,3.0,115.0,3.0
Built-up  Area,Marathahalli,Vantsra,1200.0,2.0,1.0,67.0,2.0
Built-up  Area,Marathahalli,,1095.0,2.0,1.0,60.0,2.0
Built-up  Area,Marathahalli,Palanla,1050.0,2.0,1.0,65.0,2.0
Super built-up  Area,Marathahalli,Unezes ,881.0,2.0,1.0,48.06,2.0
Super built-up  Area,Marathahalli,Thowsil,1130.0,2.0,2.0,58.0,3.0
Super built-up  Area,Marathahalli,Asintas,1710.0,3.0,2.0,100.0,3.0
Super built-up  Area,Marathahalli,Asintas,1680.0,3.0,3.0,105.0,3.0
Super built-up  Area,Marathahalli,,1910.0,3.0,3.0,119.0,3.0
Super built-up  Area,Marathahalli,RookaJh,1602.0,2.0,,104.0,2.0
Super built-up  Area,Marathahalli,Unezes ,700.0,1.0,1.0,38.0,1.0
Super built-up  Area,Marathahalli,PrensKe,1469.0,3.0,1.0,89.0,3.0
Super built-up  Area,Marathahalli,Asintas,1690.0,3.0,2.0,116.0,3.0
Built-up  Area,Marathahalli,Duals P,1693.0,3.0,2.0,125.0,3.0
Super built-up  Area,Marathahalli,Duals P,1693.0,3.0,1.0,125.0,3.0
Super built-up  Area,Marathahalli,PuilaMi,1595.0,3.0,2.0,88.0,3.0
Super built-up  Area,Marathahalli,Vaeva E,2122.0,3.0,2.0,125.0,3.0
Super built-up  Area,Marathahalli,Asintas,1730.0,3.0,2.0,115.0,3.0
Super built-up  Area,Marathahalli,,1950.0,3.0,2.0,115.0,3.0
Built-up  Area,Marathahalli,Suvals ,1250.0,2.0,2.0,68.0,2.0
Super built-up  Area,Marathahalli,Asintas,1350.0,2.0,1.0,90.0,2.0
Super built-up  Area,Marathahalli,Prionad,2500.0,5.0,2.0,175.0,4.0
Super built-up  Area,Marathahalli,Asintas,3400.0,4.0,3.0,235.0,4.0
Super built-up  Area,Marathahalli,Asintas,1350.0,2.0,1.0,99.0,2.0
Super built-up  Area,Marathahalli,Prionad,2500.0,5.0,2.0,181.0,4.0
Super built-up  Area,Marathahalli,PueraRi,3800.0,4.0,3.0,235.0,4.0
Built-up  Area,Marathahalli,,1700.0,3.0,2.0,126.0,3.0
Super built-up  Area,Marathahalli,Xeitaa ,1270.0,2.0,3.0,73.0,2.0
Super built-up  Area,Marathahalli,Valdsic,1550.0,3.0,2.0,85.0,3.0
Super built-up  Area,Marathahalli,Saavean,1144.0,2.0,2.0,65.0,2.0
Built-up  Area,Marathahalli,RookaJh,1100.0,2.0,,75.0,1.0
Super built-up  Area,Marathahalli,Prionad,2524.0,5.0,2.0,180.0,4.0
Super built-up  Area,Marathahalli,,1135.0,2.0,2.0,60.0,2.0
Super built-up  Area,Marathahalli,,1839.0,3.0,2.0,130.0,3.0
Super built-up  Area,Marathahalli,PrensKe,1170.0,2.0,2.0,85.0,2.0
Super built-up  Area,Marathahalli,Unezes ,1108.0,2.0,1.0,60.0,3.0
Super built-up  Area,Marathahalli,NCenega,1449.0,3.0,2.0,110.0,3.0
Super built-up  Area,Marathahalli,Prionad,1360.0,2.0,1.0,101.0,2.0
Super built-up  Area,Marathahalli,Vaoodar,1800.0,3.0,2.0,95.0,3.0
Super built-up  Area,Marathahalli,Vaoodar,1650.0,3.0,2.0,85.0,3.0
Built-up  Area,Marathahalli,Aantspa,1270.0,2.0,2.0,80.0,2.0
Built-up  Area,Marathahalli,,1485.0,2.0,2.0,90.0,3.0
Super built-up  Area,Marathahalli,PrensKe,1146.0,2.0,1.0,69.0,2.0
Plot  Area,Margondanahalli,,1090.0,2.0,0.0,58.0,2.0
Plot  Area,Margondanahalli,,1200.0,2.0,0.0,67.0,2.0
Plot  Area,Margondanahalli,,1200.0,2.0,0.0,65.0,3.0
Plot  Area,Margondanahalli,,1000.0,2.0,0.0,57.0,2.0
Plot  Area,Margondanahalli,,600.0,2.0,0.0,35.0,2.0
Plot  Area,Margondanahalli,,1200.0,2.0,0.0,69.0,2.0
Plot  Area,Margondanahalli,,900.0,2.0,0.0,49.0,2.0
Built-up  Area,Margondanahalli,,1140.0,2.0,1.0,60.0,2.0
Plot  Area,Margondanahalli,,900.0,2.0,0.0,55.0,2.0
Plot  Area,Margondanahalli,,900.0,2.0,0.0,55.0,2.0
Plot  Area,Margondanahalli,,1152.0,1.0,0.0,66.0,2.0
Plot  Area,Margondanahalli,,1200.0,2.0,1.0,65.0,2.0
Plot  Area,Margondanahalli,,1050.0,2.0,0.0,58.0,2.0
Plot  Area,Margondanahalli,,1160.0,2.0,1.0,65.0,2.0
Plot  Area,Marsur,MGave E,1000.0,4.0,3.0,66.0,3.0
Plot  Area,Marsur,AreraRe,1800.0,4.0,2.0,145.0,4.0
Plot  Area,Marsur,AreraRe,1200.0,3.0,1.0,90.0,3.0
Super built-up  Area,Mico Layout,Coora S,800.0,1.0,1.0,29.5,1.0
Super built-up  Area,Munnekollal,Keids O,1210.0,2.0,3.0,75.0,2.0
Built-up  Area,Murugeshpalya,Gentson,1296.0,2.0,,81.0,2.0
Super built-up  Area,Murugeshpalya,IBaveen,2135.0,3.0,2.0,160.0,3.0
Super built-up  Area,Murugeshpalya,Rallaa ,1185.0,2.0,1.0,85.0,2.0
Super built-up  Area,Murugeshpalya,Vestas ,1855.0,3.0,3.0,96.0,3.0
Super built-up  Area,Murugeshpalya,Sahtsi ,1175.0,2.0,2.0,75.0,2.0
Super built-up  Area,Mysore Road,PrntaEn,1175.0,2.0,2.0,73.5,2.0
Super built-up  Area,Mysore Road,Brama P,1710.0,4.0,2.0,91.31,3.0
Super built-up  Area,Mysore Road,,1175.0,2.0,1.0,73.5,2.0
Super built-up  Area,Mysore Road,Srkha S,1060.0,2.0,1.0,62.0,2.0
Super built-up  Area,Mysore Road,,1525.0,3.0,2.0,96.0,3.0
Super built-up  Area,Mysore Road,,1200.0,2.0,3.0,65.0,2.0
Built-up  Area,Mysore Road,PrawnRa,883.0,2.0,1.0,50.0,2.0
Super built-up  Area,Mysore Road,SaodySa,1237.0,2.0,2.0,73.0,2.0
